date,year_of,month_of,sname,birth,sex,grp,stime,min,age_sample,activity
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,1,10.255989048596852,Walk
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,2,10.255989048596852,Walk
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,3,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,4,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,5,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,6,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,7,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,8,10.255989048596852,Rest
2000-01-08,2000,Jan,DOV,1989-10-06,Female,1.22,07:44:00,9,10.255989048596852,Be groomed
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,1,9.91649555099247,Groom
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,2,9.91649555099247,Rest
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,3,9.91649555099247,Groom
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,4,9.91649555099247,Groom
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,5,9.91649555099247,Groom
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,6,9.91649555099247,Rest
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,7,9.91649555099247,Walk
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,8,9.91649555099247,Walk
2000-01-08,2000,Jan,VIN,1990-02-07,Female,1.22,07:54:00,9,9.91649555099247,Rest
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,1,11.178644763860369,Rest
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,2,11.178644763860369,Rest
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,3,11.178644763860369,Walk
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,4,11.178644763860369,Walk
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,5,11.178644763860369,Walk
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,7,11.178644763860369,Rest
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,8,11.178644763860369,Be groomed
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,9,11.178644763860369,Rest
2000-01-08,2000,Jan,VEL,1988-11-03,Female,1.22,08:04:00,10,11.178644763860369,Walk
2000-01-08,2000,Jan,VOT,1994-10-24,Female,1.22,08:41:00,1,5.207392197125257,Feed
2000-01-08,2000,Jan,VOT,1994-10-24,Female,1.22,08:41:00,3,5.207392197125257,Feed
2000-01-08,2000,Jan,VOT,1994-10-24,Female,1.22,08:41:00,4,5.207392197125257,Walk
2000-01-08,2000,Jan,VOT,1994-10-24,Female,1.22,08:41:00,5,5.207392197125257,Feed
